CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
6/11/2019 15:59,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1332,E,57TH ST,235,2,NO INDICATION OF INJURY,0,0,0,0,0,10,0,15,3,6,41.79158713,-87.59346105
6/2/2019 0:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5112,S,KEDZIE AVE,822,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,6,41.80038675,-87.70390092
6/14/2019 8:01,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,4000,N,BROADWAY,1915,3,INCAPACITATING INJURY,1,0,1,0,0,3,0,8,6,6,41.95454578,-87.65069277
6/10/2019 19:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6100,S,KEATING AVE,813,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,2,6,41.78200232,-87.74133401
6/4/2019 14:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1547,N,SHEFFIELD AVE,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,6,41.90976282,-87.65302975
6/12/2019 16:02,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,7250,S,STONY ISLAND AVE,324,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,6,41.76270676,-87.58638494
6/13/2019 12:15,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3208,N,KILDARE AVE,1731,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,5,6,41.93928921,-87.73472638
6/6/2019 12:40,30,SCHOOL ZONE,OTHER,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,1818,W,GRANVILLE AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,5,6,41.99444594,-87.67594023
6/7/2019 12:43,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,4511,N,CLARK ST,1913,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,2,0,12,6,6,41.96384082,-87.66628335
6/8/2019 13:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,6054,S,DAMEN AVE,714,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,7,6,41.78318436,-87.67415389
6/1/2019 1:22,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,4810,W,MONROE ST,1533,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,7,6,41.87960561,-87.74572539
6/3/2019 16:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRIVEWAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,$500 OR LESS,IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,429,N,COLUMBUS DR,1834,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,16,2,6,41.88939785,-87.62027918
6/14/2019 10:09,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",RELATED TO BUS STOP,UNABLE TO DETERMINE,6464,N,SHERIDAN RD,2432,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,6,41.9999953,-87.66084129
6/10/2019 7:28,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,130,S,LAKE SHORE DR NB,114,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,6,41.88016994,-87.6173887
6/1/2019 1:30,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,2853,W,LEXINGTON ST,1135,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,7,6,41.87183775,-87.69815235
6/1/2019 8:44,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,27,E,LAKE ST,111,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,7,6,41.88564259,-87.62693003
6/10/2019 15:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2800,W,OGDEN AVE,1022,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,6,41.86136821,-87.69595458
6/14/2019 11:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,1001,W,111TH ST,2234,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,6,41.69218698,-87.6473622
6/5/2019 14:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5500,S,KEDZIE AVE,822,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,4,6,41.79342024,-87.70369751
6/14/2019 22:37,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER LANE USAGE,WEATHER,2401,S,CALIFORNIA AVE,1034,2,NONINCAPACITATING INJURY,3,0,0,2,1,1,0,22,6,6,41.84824729,-87.69519731
6/6/2019 22:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3940,W,LAWRENCE AVE,1712,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,5,6,41.96835954,-87.72726654
6/14/2019 11:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT ON GRADE,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,444,W,JACKSON BLVD,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,6,41.87815538,-87.63949996
6/7/2019 16:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,430,N,CLARK ST,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,6,41.89005827,-87.63122989
6/8/2019 5:56,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,12712,S,EMERALD AVE,523,5,INCAPACITATING INJURY,1,0,1,0,0,0,0,5,7,6,41.66283609,-87.64035085
6/5/2019 14:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",CELL PHONE USE OTHER THAN TEXTING,UNABLE TO DETERMINE,2802,N,HALSTED ST,1933,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.93282462,-87.64916275
6/8/2019 17:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,9041,S,ASHLAND AVE,2221,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,7,6,41.72908229,-87.66272107
6/3/2019 12:01,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,9148,S,COMMERCIAL AVE,423,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,2,6,41.72862174,-87.55136647
6/6/2019 17:50,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",IMPROPER BACKING,UNABLE TO DETERMINE,6557,N,CLARK ST,2432,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,5,6,42.0016162,-87.67167237
6/1/2019 16:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,3500,S,UNION AVE,915,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,6,41.83068869,-87.64381854
6/2/2019 3:00,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,RAMP,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",DISTRACTION - FROM OUTSIDE VEHICLE,FAILING TO REDUCE SPEED TO AVOID CRASH,153,N,LAKE SHORE DR NB,114,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,1,6,41.88447427,-87.61356137
6/5/2019 14:45,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",IMPROPER BACKING,NOT APPLICABLE,6217,S,VERNON AVE,313,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.78154387,-87.61429597
6/7/2019 19:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,13500,S,BALTIMORE AVE,433,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,6,6,41.64993178,-87.54731009
6/13/2019 7:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),PHYSICAL CONDITION OF DRIVER,4358,W,IRVING PARK RD,1722,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,5,6,41.9536438,-87.73778911
6/5/2019 19:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6690,N,NORTHWEST HWY,1612,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,4,6,42.0024998,-87.81594158
6/12/2019 14:50,25,STOP SIGN/FLASHER,OTHER,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2231,S,LEAVITT ST,1034,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.85123487,-87.68057043
6/14/2019 11:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",DISREGARDING STOP SIGN,FAILING TO REDUCE SPEED TO AVOID CRASH,6230,W,PALMER ST,2512,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,6,41.92100188,-87.78175825
6/12/2019 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6230,S,DR MARTIN LUTHER KING JR DR,311,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,6,41.78112569,-87.61579333
6/5/2019 16:25,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR TO SIDE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,306,E,75TH ST,323,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,4,6,41.75846743,-87.6179738
6/6/2019 13:00,15,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,8332,S,COTTAGE GROVE AVE,632,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,5,6,41.74295207,-87.6051517
6/12/2019 9:40,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,DEBRIS ON ROADWAY,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5218,W,PARKER AVE,2514,2,INCAPACITATING INJURY,2,0,2,0,0,0,0,9,4,6,41.93059325,-87.7571975
6/4/2019 17:38,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4758,W,63RD ST,813,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,6,41.77853969,-87.74223413
6/4/2019 12:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,1355,W,GARFIELD BLVD,713,4,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,3,6,41.79362119,-87.65948901
6/13/2019 17:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6623,N,RIDGE BLVD,2432,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,5,6,42.00226331,-87.67865887
6/7/2019 21:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3248,S,DAMEN AVE,912,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,6,41.83439881,-87.67553176
6/1/2019 11:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,4655,N,ELSTON AVE,1722,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,7,6,41.96575552,-87.73649884
6/14/2019 18:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,1159,N,LONG AVE,1524,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,3,0,18,6,6,41.90218281,-87.76077818
6/8/2019 10:45,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,401,S,CICERO AVE,1131,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,10,7,6,41.87495723,-87.74491858
6/1/2019 17:10,30,TRAFFIC SIGNAL,UNKNOWN,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6621,N,RIDGE BLVD,2432,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,6,42.00221592,-87.67863706
6/15/2019 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1962,E,71ST PL,333,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,7,6,41.76539624,-87.57697934
6/4/2019 23:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,153,E,ERIE ST,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,3,6,41.89404236,-87.62338516
6/1/2019 16:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9827,S,AVENUE L,432,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,6,41.71690024,-87.53634666
6/15/2019 3:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,932,W,VAN BUREN ST,1232,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,7,6,41.87672654,-87.65084583
6/11/2019 15:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",DISREGARDING STOP SIGN,DISREGARDING STOP SIGN,6300,S,MARSHFIELD AVE,725,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,3,6,41.77936572,-87.66562538
6/11/2019 5:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,2447,N,SACRAMENTO AVE,1414,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,5,3,6,41.92616777,-87.7022058
6/5/2019 14:42,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,673,N,ORLEANS ST,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,6,41.89449832,-87.63697064
