Station,Date,Time,WL,Sigma,I,L
9431647,4/17/2003,1:00,0.357,0.073,0,0
9431647,4/17/2003,2:00,0.41,0.066,0,0
9431647,4/17/2003,3:00,0.73,0.044,0,0
9431647,4/17/2003,4:00,1.254,0.062,0,0
9431647,4/17/2003,5:00,1.842,0.071,0,0
9431647,4/17/2003,6:00,2.309,0.054,0,0
9431647,4/17/2003,7:00,2.587,0.087,0,0
9431647,4/17/2003,8:00,2.573,0.078,0,0
9431647,4/17/2003,9:00,2.241,0.074,0,0
9431647,4/17/2003,10:00,1.709,0.066,0,0
9431647,4/17/2003,11:00,1.025,0.057,0,0
9431647,4/17/2003,12:00,0.401,0.061,0,0
9431647,4/17/2003,13:00,-0.093,0.037,0,0
9431647,4/17/2003,14:00,-0.247,0.035,0,0
9431647,4/17/2003,15:00,-0.098,0.044,0,0
9431647,4/17/2003,16:00,0.343,0.05,0,0
9431647,4/17/2003,17:00,0.912,0.044,0,0
9431647,4/17/2003,18:00,1.46,0.049,0,0
9431647,4/17/2003,19:00,1.922,0.065,0,0
9431647,4/17/2003,20:00,2.154,0.064,0,0
9431647,4/17/2003,21:00,2.108,0,1,0
9431647,4/17/2003,22:00,1.807,0.053,0,0
9431647,4/17/2003,23:00,1.353,0.061,0,0
9431647,4/18/2003,0:00,0.915,0.048,0,0
9431647,4/18/2003,1:00,0.557,0.054,0,0
9431647,4/18/2003,2:00,0.44,0.047,0,0
9431647,4/18/2003,3:00,0.592,0.043,0,0
9431647,4/18/2003,4:00,0.996,0.057,0,0
9431647,4/18/2003,5:00,1.521,0.045,0,0
9431647,4/18/2003,6:00,2.074,0.054,0,0
9431647,4/18/2003,7:00,2.483,0.056,0,0
9431647,4/18/2003,8:00,2.665,0.055,0,0
9431647,4/18/2003,9:00,2.515,0.07,0,0
9431647,4/18/2003,10:00,2.07,0.06,0,0
9431647,4/18/2003,11:00,1.44,0.052,0,0
9431647,4/18/2003,12:00,0.714,0.038,0,0
9431647,4/18/2003,13:00,0.082,0.034,0,0
9431647,4/18/2003,14:00,-0.336,0.034,0,0
9431647,4/18/2003,15:00,-0.444,0.034,0,0
9431647,4/18/2003,16:00,-0.245,0.032,0,0
9431647,4/18/2003,17:00,0.196,0.033,0,0
9431647,4/18/2003,18:00,0.782,0.054,0,0
9431647,4/18/2003,19:00,1.336,0.05,0,0
9431647,4/18/2003,20:00,1.789,0.057,0,0
9431647,4/18/2003,21:00,1.997,0.072,0,0
9431647,4/18/2003,22:00,1.902,0.076,0,0
9431647,4/18/2003,23:00,1.624,0.056,0,0
9431647,4/19/2003,0:00,1.238,0.069,0,0
9431647,4/19/2003,1:00,0.867,0.051,0,0
9431647,4/19/2003,2:00,0.61,0,0,
9431647,4/19/2003,3:00,0.589,0.045,0,0
9431647,4/19/2003,4:00,0.805,0.049,0,0
9431647,4/19/2003,5:00,1.217,0.063,0,0
9431647,4/19/2003,6:00,1.73,0.05,0,0
9431647,4/19/2003,7:00,2.214,0.056,0,0
9431647,4/19/2003,8:00,2.531,0.056,0,0
9431647,4/19/2003,9:00,2.592,0.062,0,0
9431647,4/19/2003,10:00,2.345,0.06,0,0
9431647,4/19/2003,11:00,1.86,0.068,0,0
9431647,4/19/2003,12:00,1.174,0.051,0,0
9431647,4/19/2003,13:00,0.481,0.062,0,0
9431647,4/19/2003,14:00,-0.1,0.036,0,0
9431647,4/19/2003,15:00,-0.454,0.033,0,0
9431647,4/19/2003,16:00,-0.514,0.037,0,0
9431647,4/19/2003,17:00,-0.267,0.023,0,0
9431647,4/19/2003,18:00,0.214,0.045,0,0
9431647,4/19/2003,19:00,0.789,0.03,0,0
9431647,4/19/2003,20:00,1.323,0.052,0,0
9431647,4/19/2003,21:00,1.735,0.046,0,0
9431647,4/19/2003,22:00,1.919,0.067,0,0
9431647,4/19/2003,23:00,1.853,0.063,0,0
9431647,4/20/2003,0:00,1.611,0.065,0,0
9431647,4/20/2003,1:00,1.277,0.053,0,0
9431647,4/20/2003,2:00,0.993,0.063,0,0
9431647,4/20/2003,3:00,0.807,0.053,0,0
9431647,4/20/2003,4:00,0.829,0.056,0,0
9431647,4/20/2003,5:00,1.052,0.063,0,0
9431647,4/20/2003,6:00,1.455,0.069,0,0
9431647,4/20/2003,7:00,1.904,0.107,0,0
9431647,4/20/2003,8:00,2.326,0.132,0,0
9431647,4/20/2003,9:00,2.54,0.122,0,0
9431647,4/20/2003,10:00,2.56,0.134,0,0
9431647,4/20/2003,11:00,2.217,0.11,0,0
9431647,4/20/2003,12:00,1.742,0.161,0,0
9431647,4/20/2003,13:00,1.194,0.103,0,0
9431647,4/20/2003,14:00,0.437,0.099,0,0
9431647,4/20/2003,15:00,-0.048,0.105,0,0
9431647,4/20/2003,16:00,-0.276,0.075,0,0
9431647,4/20/2003,17:00,-0.297,0.059,0,0
9431647,4/20/2003,18:00,-0.137,0.093,0,0
9431647,4/20/2003,19:00,0.347,0.096,0,0
9431647,4/20/2003,20:00,0.85,0.11,0,0
9431647,4/20/2003,21:00,1.365,0.1,0,0
9431647,4/20/2003,22:00,1.708,0.12,0,0
9431647,4/20/2003,23:00,1.865,0.114,0,0
9431647,4/21/2003,0:00,1.793,0.129,0,0
9431647,4/21/2003,1:00,1.641,0.116,0,0
9431647,4/21/2003,2:00,1.372,0.101,0,0
9431647,4/21/2003,3:00,1.142,0.114,0,0
9431647,4/21/2003,4:00,0.987,0.138,0,0
9431647,4/21/2003,5:00,1.06,0.08,0,0
9431647,4/21/2003,6:00,1.27,0.102,0,0
9431647,4/21/2003,7:00,1.604,0.099,0,0
9431647,4/21/2003,8:00,1.993,0.121,0,0
9431647,4/21/2003,9:00,2.312,0.136,0,0
9431647,4/21/2003,10:00,2.442,0.122,0,0
9431647,4/21/2003,11:00,2.417,0.085,0,0
9431647,4/21/2003,12:00,2.118,0.122,0,0
9431647,4/21/2003,13:00,1.648,0.089,0,0
9431647,4/21/2003,14:00,1.065,0.075,0,0
9431647,4/21/2003,15:00,0.455,0.074,0,0
9431647,4/21/2003,16:00,0.051,0.064,0,0
9431647,4/21/2003,17:00,-0.237,0.055,0,0
9431647,4/21/2003,18:00,-0.18,0.053,0,0
9431647,4/21/2003,19:00,0.044,0.083,0,0
9431647,4/21/2003,20:00,0.37,0,0,
9431647,4/21/2003,21:00,0.859,0.063,0,0
9431647,4/21/2003,22:00,1.295,0.088,0,0
9431647,4/21/2003,23:00,1.592,0.108,0,0
9431647,4/22/2003,0:00,1.715,0.082,0,0
9431647,4/22/2003,1:00,1.721,0.097,0,0
9431647,4/22/2003,2:00,1.549,0.085,0,0
9431647,4/22/2003,3:00,1.356,0.091,0,0
9431647,4/22/2003,4:00,1.2,0.094,0,0
9431647,4/22/2003,5:00,1.076,0.094,0,0
9431647,4/22/2003,6:00,1.1,0.085,0,0
9431647,4/22/2003,7:00,1.268,0.083,0,0
9431647,4/22/2003,8:00,1.538,0.074,0,0
9431647,4/22/2003,9:00,1.825,0.073,0,0
9431647,4/22/2003,10:00,2.057,0.098,0,0
9431647,4/22/2003,11:00,2.152,0.074,0,0
9431647,4/22/2003,12:00,2.109,0.075,0,0
9431647,4/22/2003,13:00,1.846,0.063,0,0
9431647,4/22/2003,14:00,1.447,0.067,0,0
9431647,4/22/2003,15:00,0.93,0.085,0,0
9431647,4/22/2003,16:00,0.431,0.071,0,0
9431647,4/22/2003,17:00,0.049,0.056,0,0
9431647,4/22/2003,18:00,-0.197,0.055,0,0
9431647,4/22/2003,19:00,-0.182,0.052,0,0
9431647,4/22/2003,20:00,-0.037,0.051,0,0
9431647,4/22/2003,21:00,0.313,0.049,0,0
9431647,4/22/2003,22:00,0.714,0.055,0,0
9431647,4/22/2003,23:00,1.106,0.077,0,0
9431647,4/23/2003,0:00,1.418,0.074,0,0
9431647,4/23/2003,1:00,1.591,0.095,0,0
9431647,4/23/2003,2:00,1.635,0.081,0,0
9431647,4/23/2003,3:00,1.563,0,1,0
9431647,4/23/2003,4:00,1.412,0.061,0,0
9431647,4/23/2003,5:00,1.251,0.072,0,0
9431647,4/23/2003,6:00,1.169,0.077,0,0
9431647,4/23/2003,7:00,1.176,0.092,0,0
9431647,4/23/2003,8:00,1.296,0.092,0,0
9431647,4/23/2003,9:00,1.492,0.058,0,0
9431647,4/23/2003,10:00,1.737,0.1,0,0
9431647,4/23/2003,11:00,1.939,0.07,0,0
9431647,4/23/2003,12:00,2.1,0.09,0,0
9431647,4/23/2003,13:00,2.032,0.086,0,0
9431647,4/23/2003,14:00,1.833,0.131,0,0
9431647,4/23/2003,15:00,1.523,0.125,0,0
9431647,4/23/2003,16:00,1.111,0.095,0,0
9431647,4/23/2003,17:00,0.722,0.092,0,0
9431647,4/23/2003,18:00,0.379,0.105,0,0
9431647,4/23/2003,19:00,0.183,0.089,0,0
9431647,4/23/2003,20:00,0.139,0.121,0,0
9431647,4/23/2003,21:00,0.27,0.128,0,0
9431647,4/23/2003,22:00,0.509,0.151,0,0
9431647,4/23/2003,23:00,0.856,0.154,0,0
9431647,4/24/2003,0:00,1.252,0.187,0,0
9431647,4/24/2003,1:00,1.556,0.121,0,0
9431647,4/24/2003,2:00,1.753,0.134,0,0
9431647,4/24/2003,3:00,1.844,0.146,0,0
9431647,4/24/2003,4:00,1.806,0.116,0,0
9431647,4/24/2003,5:00,1.659,0.104,0,0
9431647,4/24/2003,6:00,1.435,0.11,0,0
9431647,4/24/2003,7:00,1.329,0.085,0,0
9431647,4/24/2003,8:00,1.261,0.119,0,0
9431647,4/24/2003,9:00,1.328,0.096,0,0
9431647,4/24/2003,10:00,1.422,0.098,0,0
9431647,4/24/2003,11:00,1.655,0.111,0,0
9431647,4/24/2003,12:00,1.816,0.064,0,0
9431647,4/24/2003,13:00,1.946,0.105,0,0
9431647,4/24/2003,14:00,1.996,0.131,0,0
9431647,4/24/2003,15:00,1.842,0.115,0,0
9431647,4/24/2003,16:00,1.581,0.104,0,0
9431647,4/24/2003,17:00,1.223,0.088,0,0
9431647,4/24/2003,18:00,0.826,0.093,0,0
9431647,4/24/2003,19:00,0.486,0.074,0,0
9431647,4/24/2003,20:00,0.258,0.075,0,0
9431647,4/24/2003,21:00,0.205,0.083,0,0
9431647,4/24/2003,22:00,0.302,0.103,0,0
9431647,4/24/2003,23:00,0.517,0.078,0,0
9431647,4/25/2003,0:00,0.867,0.086,0,0
9431647,4/25/2003,1:00,1.276,0.096,0,0
9431647,4/25/2003,2:00,1.61,0.087,0,0
9431647,4/25/2003,3:00,1.809,0.098,0,0
9431647,4/25/2003,4:00,1.909,0.098,0,0
9431647,4/25/2003,5:00,1.882,0.118,0,0
9431647,4/25/2003,6:00,1.714,0.121,0,0
9431647,4/25/2003,7:00,1.519,0.104,0,0
9431647,4/25/2003,8:00,1.302,0.105,0,0
9431647,4/25/2003,9:00,1.195,0.121,0,0
9431647,4/25/2003,10:00,1.174,0.114,0,0
9431647,4/25/2003,11:00,1.313,0.113,0,0
9431647,4/25/2003,12:00,1.486,0.175,0,0
9431647,4/25/2003,13:00,1.725,0.111,0,0
9431647,4/25/2003,14:00,1.948,0.165,0,0
9431647,4/25/2003,15:00,2.015,0.143,0,0
9431647,4/25/2003,16:00,1.933,0.128,0,0
9431647,4/25/2003,17:00,1.713,0.11,0,0
9431647,4/25/2003,18:00,1.434,0.13,0,0
9431647,4/25/2003,19:00,1.016,0.122,0,0
9431647,4/25/2003,20:00,0.709,0.106,0,0
9431647,4/25/2003,21:00,0.474,0.097,0,0
9431647,4/25/2003,22:00,0.362,0.113,0,0
9431647,4/25/2003,23:00,0.476,0.113,0,0
9431647,4/26/2003,0:00,0.745,0.099,0,0
9431647,4/26/2003,1:00,1.101,0.091,0,0
9431647,4/26/2003,2:00,1.474,0.097,0,0
9431647,4/26/2003,3:00,1.813,0.106,0,0
9431647,4/26/2003,4:00,2.036,0.124,0,0
9431647,4/26/2003,5:00,2.074,0.109,0,0
9431647,4/26/2003,6:00,1.943,0.124,0,0
9431647,4/26/2003,7:00,1.705,0.105,0,0
9431647,4/26/2003,8:00,1.389,0.084,0,0
9431647,4/26/2003,9:00,1.149,0.104,0,0
9431647,4/26/2003,10:00,1.018,0.065,0,0
9431647,4/26/2003,11:00,1,0.088,0,0
9431647,4/26/2003,12:00,1.111,0.073,0,0
9431647,4/26/2003,13:00,1.375,0.076,0,0
9431647,4/26/2003,14:00,1.615,0.1,0,0
9431647,4/26/2003,15:00,1.8,0.109,0,0
9431647,4/26/2003,16:00,1.902,0.096,0,0
9431647,4/26/2003,17:00,1.839,0.136,0,0
9431647,4/26/2003,18:00,1.609,0.103,0,0
9431647,4/26/2003,19:00,1.285,0.074,0,0
9431647,4/26/2003,20:00,0.904,0.087,0,0
9431647,4/26/2003,21:00,0.545,0.086,0,0
9431647,4/26/2003,22:00,0.326,0.063,0,0
9431647,4/26/2003,23:00,0.28,0.067,0,0
9431647,4/27/2003,0:00,0.436,0.073,0,0
9431647,4/27/2003,1:00,0.731,0.071,0,0
9431647,4/27/2003,2:00,1.152,0,0,
9431647,4/27/2003,3:00,1.569,0.058,0,0
9431647,4/27/2003,4:00,1.867,0.078,0,0
9431647,4/27/2003,5:00,1.991,0.068,0,0
9431647,4/27/2003,6:00,1.99,0.076,0,0
9431647,4/27/2003,7:00,1.803,0.065,0,0
9431647,4/27/2003,8:00,1.505,0.087,0,0
9431647,4/27/2003,9:00,1.155,0.06,0,0
9431647,4/27/2003,10:00,0.883,0.066,0,0
9431647,4/27/2003,11:00,0.727,0.055,0,0
9431647,4/27/2003,12:00,0.732,0.077,0,0
9431647,4/27/2003,13:00,0.919,0.047,0,0
9431647,4/27/2003,14:00,1.193,0.046,0,0
9431647,4/27/2003,15:00,1.499,0.064,0,0
9431647,4/27/2003,16:00,1.751,0.047,0,0
9431647,4/27/2003,17:00,1.869,0.061,0,0
9431647,4/27/2003,18:00,1.831,0.086,0,0
9431647,4/27/2003,19:00,1.638,0.068,0,0
9431647,4/27/2003,20:00,1.306,0.05,0,0
9431647,4/27/2003,21:00,0.951,0.067,0,0
9431647,4/27/2003,22:00,0.644,0.053,0,0
9431647,4/27/2003,23:00,0.439,0.05,0,0
9431647,4/28/2003,0:00,0.466,0.053,0,0
9431647,4/28/2003,1:00,0.675,0.078,0,0
9431647,4/28/2003,2:00,1.005,0.081,0,0
9431647,4/28/2003,3:00,1.425,0.106,0,0
9431647,4/28/2003,4:00,1.823,0,1,0
9431647,4/28/2003,5:00,2.066,0.112,0,0
9431647,4/28/2003,6:00,2.15,0.126,0,0
9431647,4/28/2003,7:00,2.065,0.094,0,0
9431647,4/28/2003,8:00,1.778,0.107,0,0
9431647,4/28/2003,9:00,1.375,0.095,0,0
9431647,4/28/2003,10:00,1.004,0.079,0,0
9431647,4/28/2003,11:00,0.734,0.107,0,0
9431647,4/28/2003,12:00,0.599,0.152,0,0
9431647,4/28/2003,13:00,0.617,0.116,0,0
9431647,4/28/2003,14:00,0.906,0.145,0,0
9431647,4/28/2003,15:00,1.237,0.137,0,0
9431647,4/28/2003,16:00,1.583,0.146,0,0
9431647,4/28/2003,17:00,1.874,0.131,0,0
9431647,4/28/2003,18:00,1.993,0.113,0,0
9431647,4/28/2003,19:00,1.905,0.133,0,0
9431647,4/28/2003,20:00,1.68,0.125,0,0
9431647,4/28/2003,21:00,1.337,0.121,0,0
9431647,4/28/2003,22:00,0.939,0.117,0,0
9431647,4/28/2003,23:00,0.689,0.105,0,0
9431647,4/29/2003,0:00,0.584,0.081,0,0
9431647,4/29/2003,1:00,0.682,0.103,0,0
9431647,4/29/2003,2:00,0.961,0.095,0,0
9431647,4/29/2003,3:00,1.357,0.112,0,0
9431647,4/29/2003,4:00,1.738,0.104,0,0
9431647,4/29/2003,5:00,2.1,0.119,0,0
9431647,4/29/2003,6:00,2.253,0.098,0,0
9431647,4/29/2003,7:00,2.231,0.101,0,0
9431647,4/29/2003,8:00,2.012,0.094,0,0
9431647,4/29/2003,9:00,1.593,0.097,0,0
9431647,4/29/2003,10:00,1.159,0.093,0,0
9431647,4/29/2003,11:00,0.769,0.082,0,0
9431647,4/29/2003,12:00,0.527,0.08,0,0
9431647,4/29/2003,13:00,0.442,0.074,0,0
9431647,4/29/2003,14:00,0.622,0.075,0,0
9431647,4/29/2003,15:00,0.914,0.077,0,0
9431647,4/29/2003,16:00,1.322,0.075,0,0
9431647,4/29/2003,17:00,1.697,0.072,0,0
9431647,4/29/2003,18:00,1.953,0.061,0,0
9431647,4/29/2003,19:00,1.996,0.086,0,0
9431647,4/29/2003,20:00,1.873,0.086,0,0
9431647,4/29/2003,21:00,1.59,0.063,0,0
9431647,4/29/2003,22:00,1.234,0.06,0,0
9431647,4/29/2003,23:00,0.93,0,1,0
9431647,4/30/2003,0:00,0.732,0,0,
9431647,4/30/2003,1:00,0.723,0,0,
9431647,4/30/2003,2:00,0.923,0,0,
9431647,4/30/2003,3:00,1.249,0.064,0,0
9431647,4/30/2003,4:00,1.625,0.066,0,0
9431647,4/30/2003,5:00,2.019,0.048,0,0
9431647,4/30/2003,6:00,2.239,0.045,0,0
9431647,4/30/2003,7:00,2.284,0.07,0,0
9431647,4/30/2003,8:00,2.086,0.063,0,0
9431647,4/30/2003,9:00,1.723,0.049,0,0
9431647,4/30/2003,10:00,1.263,0.046,0,0
9431647,4/30/2003,11:00,0.768,0.053,0,0
9431647,4/30/2003,12:00,0.4,0.053,0,0
9431647,4/30/2003,13:00,0.206,0.039,0,0
9431647,4/30/2003,14:00,0.254,0.043,0,0
9431647,4/30/2003,15:00,0.488,0.042,0,0
9431647,4/30/2003,16:00,0.866,0.051,0,0
9431647,4/30/2003,17:00,1.298,0.055,0,0
9431647,4/30/2003,18:00,1.642,0.04,0,0
9431647,4/30/2003,19:00,1.871,0.053,0,0
9431647,4/30/2003,20:00,1.859,0.059,0,0
9431647,4/30/2003,21:00,1.692,0.07,0,0
9431647,4/30/2003,22:00,1.405,0.038,0,0
9431647,4/30/2003,23:00,1.085,0.065,0,0
9431647,5/1/2003,0:00,0.826,0.072,0,0
9431647,5/1/2003,1:00,0.705,0.055,0,0
9431647,5/1/2003,2:00,0.784,0,0,
9431647,5/1/2003,3:00,1.047,0.049,0,0
9431647,5/1/2003,4:00,1.41,0.069,0,0
9431647,5/1/2003,5:00,1.818,0.06,0,0
9431647,5/1/2003,6:00,2.091,0.062,0,0
9431647,5/1/2003,7:00,2.215,0.045,0,0
9431647,5/1/2003,8:00,2.144,0.05,0,0
9431647,5/1/2003,9:00,1.847,0.048,0,0
9431647,5/1/2003,10:00,1.413,0.058,0,0
9431647,5/1/2003,11:00,0.909,0.054,0,0
9431647,5/1/2003,12:00,0.462,0.051,0,0
9431647,5/1/2003,13:00,0.157,0,1,0
9431647,5/1/2003,14:00,0.075,0.059,0,0
9431647,5/1/2003,15:00,0.211,0.039,0,0
9431647,5/1/2003,16:00,0.57,0.056,0,0
9431647,5/1/2003,17:00,0.999,0.068,0,0
9431647,5/1/2003,18:00,1.424,0.093,0,0
9431647,5/1/2003,19:00,1.719,0.055,0,0
9431647,5/1/2003,20:00,1.879,0.097,0,0
9431647,5/1/2003,21:00,1.843,0.068,0,0
9431647,5/1/2003,22:00,1.616,0.062,0,0
9431647,5/1/2003,23:00,1.326,0.06,0,0
9431647,5/2/2003,0:00,1.047,0.062,0,0
9431647,5/2/2003,1:00,0.884,0.059,0,0
9431647,5/2/2003,2:00,0.858,0.061,0,0
9431647,5/2/2003,3:00,1.065,0.072,0,0
9431647,5/2/2003,4:00,1.357,0.071,0,0
9431647,5/2/2003,5:00,1.744,0.085,0,0
9431647,5/2/2003,6:00,2.08,0.078,0,0
9431647,5/2/2003,7:00,2.264,0.068,0,0
9431647,5/2/2003,8:00,2.278,0.071,0,0
9431647,5/2/2003,9:00,2.069,0.065,0,0
9431647,5/2/2003,10:00,1.678,0.084,0,0
9431647,5/2/2003,11:00,1.169,0.078,0,0
9431647,5/2/2003,12:00,0.681,0.054,0,0
9431647,5/2/2003,13:00,0.288,0.055,0,0
9431647,5/2/2003,14:00,0.063,0.05,0,0
9431647,5/2/2003,15:00,0.102,0.074,0,0
9431647,5/2/2003,16:00,0.343,0.069,0,0
9431647,5/2/2003,17:00,0.741,0.093,0,0
9431647,5/2/2003,18:00,1.181,0.06,0,0
9431647,5/2/2003,19:00,1.561,0.075,0,0
9431647,5/2/2003,20:00,1.804,0.084,0,0
9431647,5/2/2003,21:00,1.894,0.096,0,0
9431647,5/2/2003,22:00,1.801,0.086,0,0
9431647,5/2/2003,23:00,1.569,0.085,0,0
9431647,5/3/2003,0:00,1.301,0.091,0,0
9431647,5/3/2003,1:00,1.085,0.081,0,0
9431647,5/3/2003,2:00,0.999,0.081,0,0
9431647,5/3/2003,3:00,1.086,0.106,0,0
9431647,5/3/2003,4:00,1.339,0.101,0,0
9431647,5/3/2003,5:00,1.673,0.109,0,0
9431647,5/3/2003,6:00,1.985,0.107,0,0
9431647,5/3/2003,7:00,2.234,0.09,0,0
9431647,5/3/2003,8:00,2.343,0.077,0,0
9431647,5/3/2003,9:00,2.204,0.063,0,0
9431647,5/3/2003,10:00,1.896,0.094,0,0
9431647,5/3/2003,11:00,1.465,0.075,0,0
9431647,5/3/2003,12:00,0.914,0.07,0,0
9431647,5/3/2003,13:00,0.451,0.065,0,0
9431647,5/3/2003,14:00,0.124,0.082,0,0
9431647,5/3/2003,15:00,0.024,0,0,
9431647,5/3/2003,16:00,0.142,0.074,0,0
9431647,5/3/2003,17:00,0.44,0.079,0,0
9431647,5/3/2003,18:00,0.856,0.066,0,0
9431647,5/3/2003,19:00,1.293,0.08,0,0
9431647,5/3/2003,20:00,1.643,0.107,0,0
9431647,5/3/2003,21:00,1.811,0.076,0,0
9431647,5/3/2003,22:00,1.825,0.083,0,0
9431647,5/3/2003,23:00,1.682,0.07,0,0
9431647,5/4/2003,0:00,1.465,0.069,0,0
9431647,5/4/2003,1:00,1.254,0.074,0,0
9431647,5/4/2003,2:00,1.126,0.083,0,0
9431647,5/4/2003,3:00,1.107,0.057,0,0
9431647,5/4/2003,4:00,1.249,0.068,0,0
9431647,5/4/2003,5:00,1.52,0.06,0,0
9431647,5/4/2003,6:00,1.845,0.063,0,0
9431647,5/4/2003,7:00,2.147,0.074,0,0
9431647,5/4/2003,8:00,2.295,0.065,0,0
9431647,5/4/2003,9:00,2.285,0.077,0,0
9431647,5/4/2003,10:00,2.053,0.062,0,0
9431647,5/4/2003,11:00,1.691,0.062,0,0
9431647,5/4/2003,12:00,1.189,0.078,0,0
9431647,5/4/2003,13:00,0.659,0.063,0,0
9431647,5/4/2003,14:00,0.214,0.055,0,0
9431647,5/4/2003,15:00,-0.03,0.058,0,0
9431647,5/4/2003,16:00,-0.047,0.057,0,0
9431647,5/4/2003,17:00,0.148,0.062,0,0
9431647,5/4/2003,18:00,0.462,0.048,0,0
9431647,5/4/2003,19:00,0.873,0.06,0,0
9431647,5/4/2003,20:00,1.266,0.08,0,0
9431647,5/4/2003,21:00,1.503,0.069,0,0
9431647,5/4/2003,22:00,1.659,0.085,0,0
9431647,5/4/2003,23:00,1.628,0.078,0,0
9431647,5/5/2003,0:00,1.484,0.07,0,0
9431647,5/5/2003,1:00,1.294,0.081,0,0
9431647,5/5/2003,2:00,1.1,0.062,0,0
9431647,5/5/2003,3:00,1.029,0.076,0,0
9431647,5/5/2003,4:00,1.112,0.077,0,0
9431647,5/5/2003,5:00,1.292,0.058,0,0
9431647,5/5/2003,6:00,1.584,0.079,0,0
9431647,5/5/2003,7:00,1.85,0.062,0,0
9431647,5/5/2003,8:00,2.052,0.103,0,0
9431647,5/5/2003,9:00,2.144,0.092,0,0
9431647,5/5/2003,10:00,2.033,0.091,0,0
9431647,5/5/2003,11:00,1.74,0.089,0,0
9431647,5/5/2003,12:00,1.327,0.069,0,0
9431647,5/5/2003,13:00,0.831,0.095,0,0
9431647,5/5/2003,14:00,0.368,0.061,0,0
9431647,5/5/2003,15:00,0.047,0.064,0,0
9431647,5/5/2003,16:00,-0.1,0.082,0,0
9431647,5/5/2003,17:00,-0.043,0.046,0,0
9431647,5/5/2003,18:00,0.172,0,0,
9431647,5/5/2003,19:00,0.553,0.065,0,0
9431647,5/5/2003,20:00,0.946,0.111,0,0
9431647,5/5/2003,21:00,1.299,0.085,0,0
9431647,5/5/2003,22:00,1.524,0.065,0,0
9431647,5/5/2003,23:00,1.621,0.099,0,0
9431647,5/6/2003,0:00,1.591,0.075,0,0
9431647,5/6/2003,1:00,1.457,0.053,0,0
9431647,5/6/2003,2:00,1.268,0.089,0,0
9431647,5/6/2003,3:00,1.149,0.073,0,0
9431647,5/6/2003,4:00,1.175,0.094,0,0
9431647,5/6/2003,5:00,1.272,0,0,
9431647,5/6/2003,6:00,1.473,0.105,0,0
9431647,5/6/2003,7:00,1.716,0.072,0,0
9431647,5/6/2003,8:00,1.959,0.06,0,0
9431647,5/6/2003,9:00,2.123,0.077,0,0
9431647,5/6/2003,10:00,2.11,0.066,0,0
9431647,5/6/2003,11:00,1.925,0.059,0,0
9431647,5/6/2003,12:00,1.632,0.092,0,0
9431647,5/6/2003,13:00,1.179,0.093,0,0
9431647,5/6/2003,14:00,0.741,0.059,0,0
9431647,5/6/2003,15:00,0.347,0.082,0,0
9431647,5/6/2003,16:00,0.065,0.084,0,0
9431647,5/6/2003,17:00,0.01,0.056,0,0
9431647,5/6/2003,18:00,0.109,0.082,0,0
9431647,5/6/2003,19:00,0.37,0.055,0,0
9431647,5/6/2003,20:00,0.707,0.067,0,0
9431647,5/6/2003,21:00,1.069,0.075,0,0
9431647,5/6/2003,22:00,1.363,0.08,0,0
9431647,5/6/2003,23:00,1.544,0.089,0,0
9431647,5/7/2003,0:00,1.588,0.053,0,0
9431647,5/7/2003,1:00,1.559,0.086,0,0
9431647,5/7/2003,2:00,1.437,0.1,0,0
9431647,5/7/2003,3:00,1.302,0,0,
9431647,5/7/2003,4:00,1.244,0.081,0,0
9431647,5/7/2003,5:00,1.236,0.074,0,0
9431647,5/7/2003,6:00,1.343,0.076,0,0
9431647,5/7/2003,7:00,1.495,0.07,0,0
9431647,5/7/2003,8:00,1.735,0,1,0
9431647,5/7/2003,9:00,1.915,0.072,0,0
9431647,5/7/2003,10:00,1.994,0.071,0,0
9431647,5/7/2003,11:00,1.967,0.089,0,0
9431647,5/7/2003,12:00,1.776,0.079,0,0
9431647,5/7/2003,13:00,1.439,0.061,0,0
9431647,5/7/2003,14:00,1.024,0.06,0,0
9431647,5/7/2003,15:00,0.616,0.042,0,0
9431647,5/7/2003,16:00,0.292,0.052,0,0
9431647,5/7/2003,17:00,0.063,0.05,0,0
9431647,5/7/2003,18:00,0.005,0.05,0,0
9431647,5/7/2003,19:00,0.129,0.045,0,0
9431647,5/7/2003,20:00,0.361,0.052,0,0
9431647,5/7/2003,21:00,0.702,0.086,0,0
9431647,5/7/2003,22:00,1.011,0.063,0,0
9431647,5/7/2003,23:00,1.293,0.075,0,0
9431647,5/8/2003,0:00,1.466,0.074,0,0
9431647,5/8/2003,1:00,1.536,0.063,0,0
9431647,5/8/2003,2:00,1.509,0.077,0,0
9431647,5/8/2003,3:00,1.421,0.087,0,0
9431647,5/8/2003,4:00,1.309,0.048,0,0
9431647,5/8/2003,5:00,1.239,0.058,0,0
9431647,5/8/2003,6:00,1.246,0.071,0,0
9431647,5/8/2003,7:00,1.358,0.091,0,0
9431647,5/8/2003,8:00,1.505,0.064,0,0
9431647,5/8/2003,9:00,1.7,0.059,0,0
9431647,5/8/2003,10:00,1.854,0.05,0,0
9431647,5/8/2003,11:00,1.916,0.064,0,0
9431647,5/8/2003,12:00,1.869,0.052,0,0
9431647,5/8/2003,13:00,1.678,0.069,0,0
9431647,5/8/2003,14:00,1.383,0.044,0,0
